"InTemp","InHumid","DoorState","Power","TIME","Temp_outside","Pi_consmp","GES(in KWh)"
"12.1","84.9"," CLOSED"," ON","    06:29:35","16.11","24.937655860349","0"
"12.1","84.9"," CLOSED"," ON","    06:29:38","16.11","24.937655860349","0"
"12.1","84.9"," CLOSED"," ON","    06:29:40","16.11","24.937655860349","0"
"12.1","85"," CLOSED"," ON","    06:29:43","16.11","24.937655860349","0"
"12.1","85"," CLOSED"," ON","    06:29:46","16.11","24.937655860349","0"
"12.1","85"," CLOSED"," ON","    06:29:48","16.11","24.937655860349","0"
"12.1","85"," CLOSED"," ON","    06:29:51","16.11","24.937655860349","0"
"12.1","85"," CLOSED"," ON","    06:29:53","16.11","24.937655860349","0"
"12.1","85.1"," CLOSED"," ON","    06:29:56","16.11","24.937655860349","0"
"12.1","85.1"," CLOSED"," ON","    06:29:59","16.11","24.937655860349","0"
"12.1","85.1"," CLOSED"," ON","    06:30:01","16.11","24.937655860349","0"
"12.1","85.1"," CLOSED"," ON","    06:30:04","16.11","24.937655860349","0"
"12.1","85.1"," CLOSED"," ON","    06:30:06","16.11","24.937655860349","0"
"12.1","85.1"," CLOSED"," ON","    06:30:09","16.11","24.937655860349","0"
"12.1","85.2"," CLOSED"," ON","    06:30:12","16.11","24.937655860349","0"
"12.1","85.3"," CLOSED"," ON","    06:30:14","16.11","24.937655860349","0"
"12.1","85.3"," CLOSED"," ON","    06:30:17","16.11","24.937655860349","0"
"12.1","85.3"," CLOSED"," ON","    06:30:19","16.11","24.937655860349","0"
"12.1","85.3"," CLOSED"," ON","    06:30:22","16.11","24.937655860349","0"
"12.1","85.4"," CLOSED"," ON","    06:30:24","16.11","24.937655860349","0"
"12.1","85.3"," CLOSED"," ON","    06:30:27","16.11","24.937655860349","0"
"12.1","85.4"," CLOSED"," ON","    06:30:30","16.11","24.937655860349","0"
"12.1","85.3"," CLOSED"," ON","    06:30:32","16.11","24.937655860349","0"
"12.1","85.3"," CLOSED"," ON","    06:30:35","16.11","24.937655860349","0"
"12.1","85.3"," CLOSED"," ON","    06:30:37","16.11","24.937655860349","0"
"12.1","85.3"," CLOSED"," ON","    06:30:40","16.11","24.937655860349","0"
"12.1","85.3"," CLOSED"," ON","    06:30:43","16.11","24.937655860349","0"
"12.1","85.3"," CLOSED"," ON","    06:30:45","16.11","24.937655860349","0"
"12.1","85.3"," CLOSED"," ON","    06:30:48","16.11","24.937655860349","0"
"12.1","85.2"," CLOSED"," ON","    06:30:50","16.11","24.937655860349","0"
"12.1","85.2"," CLOSED"," ON","    06:30:53","16.11","24.937655860349","0"
"12.2","85.3"," CLOSED"," ON","    06:30:56","16.11","25.575447570332","0"
"12.1","85.2"," CLOSED"," ON","    06:30:58","16.11","24.937655860349","0"
"12.1","85.2"," CLOSED"," ON","    06:31:01","16.11","24.937655860349","0.0053"
"12.1","85.1"," CLOSED"," ON","    06:31:04","16.11","24.937655860349","0.0053"
"12.1","85.1"," CLOSED"," ON","    06:31:06","16.11","24.937655860349","0.0053"
"12.1","85.1"," CLOSED"," ON","    06:31:09","16.11","24.937655860349","0.0053"
"12.1","85.1"," CLOSED"," ON","    06:31:11","16.11","24.937655860349","0.0053"
"12.2","85.1"," CLOSED"," ON","    06:31:14","16.11","25.575447570332","0.0053"
"12","85"," CLOSED"," ON","    06:31:17","16.11","24.330900243309","0.0053"
"12.1","85"," CLOSED"," ON","    06:31:19","16.11","24.937655860349","0.0053"
"12.1","85"," CLOSED"," ON","    06:31:22","16.11","24.937655860349","0.0053"
"12.1","84.9"," CLOSED"," ON","    06:31:24","16.11","24.937655860349","0.0053"
"12.1","84.9"," CLOSED"," ON","    06:31:27","16.11","24.937655860349","0.0053"
"12.1","84.9"," CLOSED"," ON","    06:31:29","16.11","24.937655860349","0.0053"
"12.1","84.8"," CLOSED"," ON","    06:31:32","16.11","24.937655860349","0.0053"
"12.1","84.8"," CLOSED"," ON","    06:31:35","16.11","24.937655860349","0.0053"
"12","84.6"," CLOSED"," ON","    06:31:37","16.11","24.330900243309","0.0053"
"12","84.6"," CLOSED"," ON","    06:31:40","16.11","24.330900243309","0.0053"
"12.1","84.6"," CLOSED"," ON","    06:31:42","16.11","24.937655860349","0.0053"
"12","84.6"," CLOSED"," ON","    06:31:45","16.11","24.330900243309","0.0053"
"12.1","84.6"," CLOSED"," ON","    06:31:48","16.11","24.937655860349","0.0053"
"12.1","84.6"," CLOSED"," ON","    06:31:50","16.11","24.937655860349","0.0053"
"12.1","84.6"," CLOSED"," ON","    06:31:53","16.11","24.937655860349","0.0053"
"12.1","84.5"," CLOSED"," ON","    06:31:55","16.11","24.937655860349","0.0053"
"12","84.4"," CLOSED"," ON","    06:31:58","16.11","24.330900243309","0.0053"
"12.1","84.5"," CLOSED"," ON","    06:32:01","16.11","24.937655860349","0.0053"
"12.1","84.4"," CLOSED"," ON","    06:32:03","16.11","24.937655860349","0.0053"
"12.1","84.3"," CLOSED"," ON","    06:32:06","16.11","24.937655860349","0.0053"
"12.1","84.2"," CLOSED"," ON","    06:32:08","16.11","24.937655860349","0.0053"
"12.1","84.1"," CLOSED"," ON","    06:32:11","16.11","24.937655860349","0.0053"
"12.1","84.1"," CLOSED"," ON","    06:32:14","16.11","24.937655860349","0.0053"
"12.1","84.1"," CLOSED"," ON","    06:32:16","16.11","24.937655860349","0.0053"
"12.1","84.1"," CLOSED"," ON","    06:32:19","16.11","24.937655860349","0.0053"
"12.1","84"," CLOSED"," ON","    06:32:21","16.11","24.937655860349","0.0053"
"12.1","84"," CLOSED"," ON","    06:32:24","16.11","24.937655860349","0.0053"
"12.1","84"," CLOSED"," ON","    06:32:27","16.11","24.937655860349","0.0053"
"12.1","83.9"," CLOSED"," ON","    06:32:29","16.11","24.937655860349","0.0053"
"12.1","83.7"," CLOSED"," ON","    06:32:32","16.11","24.937655860349","0.0053"
"12.1","83.7"," CLOSED"," ON","    06:32:34","16.11","24.937655860349","0.0053"
"12.1","83.7"," CLOSED"," ON","    06:32:37","16.11","24.937655860349","0.0053"
"12.1","83.7"," CLOSED"," ON","    06:32:40","16.11","24.937655860349","0.0053"
"12.1","83.6"," CLOSED"," ON","    06:32:42","16.11","24.937655860349","0.0053"
"12.1","83.6"," CLOSED"," ON","    06:32:45","16.11","24.937655860349","0.0053"
"12","83.5"," CLOSED"," ON","    06:32:47","16.11","24.330900243309","0.0053"
"12.1","83.4"," CLOSED"," ON","    06:32:50","16.11","24.937655860349","0.0053"
"12.1","83.4"," CLOSED"," ON","    06:32:53","16.11","24.937655860349","0.0053"
"12","83.2"," CLOSED"," ON","    06:32:55","16.11","24.330900243309","0.0053"
"12.1","83.2"," CLOSED"," ON","    06:32:58","16.11","24.937655860349","0.0053"
"12.1","83.1"," CLOSED"," ON","    06:33:00","16.11","24.937655860349","0.0053"
"12.1","83"," CLOSED"," ON","    06:33:03","16.11","24.937655860349","0.0053"
"12.1","83"," CLOSED"," ON","    06:33:05","16.11","24.937655860349","0.0053"
"12","82.9"," CLOSED"," ON","    06:33:08","16.11","24.330900243309","0.0053"
"12.1","82.9"," CLOSED"," ON","    06:33:11","16.11","24.937655860349","0.0053"
"12.1","82.7"," CLOSED"," ON","    06:33:13","16.11","24.937655860349","0.0053"
"12","82.6"," CLOSED"," ON","    06:33:16","16.11","24.330900243309","0.0053"
"12","82.5"," CLOSED"," ON","    06:33:18","16.11","24.330900243309","0.0053"
"12","82.5"," CLOSED"," ON","    06:33:21","16.11","24.330900243309","0.0053"
"12","82.4"," CLOSED"," ON","    06:33:24","16.11","24.330900243309","0.0053"
"12","82.3"," CLOSED"," ON","    06:33:26","16.11","24.330900243309","0.0053"
"12","82.2"," CLOSED"," ON","    06:33:29","16.11","24.330900243309","0.0053"
"12.1","82.1"," CLOSED"," ON","    06:33:31","16.11","24.937655860349","0.0053"
"12","82.1"," CLOSED"," ON","    06:33:34","16.11","24.330900243309","0.0053"
"12.1","82.1"," CLOSED"," ON","    06:33:37","16.11","24.937655860349","0.0053"
"12.1","82"," CLOSED"," ON","    06:33:39","16.11","24.937655860349","0.0053"
"12.1","81.9"," CLOSED"," ON","    06:33:42","16.11","24.937655860349","0.0053"
"12.1","81.8"," CLOSED"," ON","    06:33:44","16.11","24.937655860349","0.0053"
"12.1","81.8"," CLOSED"," ON","    06:33:47","16.11","24.937655860349","0.0053"
"12.1","81.7"," CLOSED"," ON","    06:33:50","16.11","24.937655860349","0.0053"
"12","81.6"," CLOSED"," ON","    06:33:52","16.11","24.330900243309","0.0053"
"12","81.5"," CLOSED"," ON","    06:33:55","16.11","24.330900243309","0.0053"
"12","81.4"," CLOSED"," ON","    06:33:57","16.11","24.330900243309","0.0053"
"12","81.3"," CLOSED"," ON","    06:34:00","16.11","24.330900243309","0.0053"
"12.1","81.3"," CLOSED"," ON","    06:34:03","16.11","24.937655860349","0.0053"
"12","81.2"," CLOSED"," ON","    06:34:05","16.11","24.330900243309","0.0053"
"12","81.1"," CLOSED"," ON","    06:34:08","16.11","24.330900243309","0.0053"
"12","81"," CLOSED"," ON","    06:34:10","16.11","24.330900243309","0.0053"
"12","80.9"," CLOSED"," ON","    06:34:13","16.11","24.330900243309","0.0053"
"12","80.9"," CLOSED"," ON","    06:34:16","16.11","24.330900243309","0.0053"
"12","80.7"," CLOSED"," ON","    06:34:18","16.11","24.330900243309","0.0053"
"12","80.7"," CLOSED"," ON","    06:34:21","16.11","24.330900243309","0.0053"
"12","80.6"," CLOSED"," ON","    06:34:23","16.11","24.330900243309","0.0053"
"12","80.5"," CLOSED"," ON","    06:34:26","16.11","24.330900243309","0.0053"
"12.1","80.5"," CLOSED"," ON","    06:34:29","16.11","24.937655860349","0.0053"
"12","80.3"," CLOSED"," ON","    06:34:31","16.11","24.330900243309","0.0053"
"12","80.2"," CLOSED"," ON","    06:34:34","16.11","24.330900243309","0.0053"
"12","80.1"," CLOSED"," ON","    06:34:36","16.11","24.330900243309","0.0053"
"12","80"," CLOSED"," ON","    06:34:39","16.11","24.330900243309","0.0053"
"12","80"," CLOSED"," ON","    06:34:42","16.11","24.330900243309","0.0053"
"12","79.9"," CLOSED"," ON","    06:34:44","16.11","24.330900243309","0.0053"
"12","79.8"," CLOSED"," ON","    06:34:47","16.11","24.330900243309","0.0053"
"12","79.8"," CLOSED"," ON","    06:34:49","16.11","24.330900243309","0.0053"
"12","79.7"," CLOSED"," ON","    06:34:52","16.11","24.330900243309","0.0053"
"12","79.7"," CLOSED"," ON","    06:34:55","16.11","24.330900243309","0.0053"
"12","79.6"," CLOSED"," ON","    06:34:57","16.11","24.330900243309","0.0053"
"12","79.5"," CLOSED"," ON","    06:35:00","16.11","24.330900243309","0.0053"
"12","79.5"," CLOSED"," ON","    06:35:02","16.11","24.330900243309","0.0053"
"12","79.4"," CLOSED"," ON","    06:35:05","16.11","24.330900243309","0.0053"
"12","79.3"," CLOSED"," ON","    06:35:08","16.11","24.330900243309","0.0053"
"12.1","79.3"," CLOSED"," ON","    06:35:10","16.11","24.937655860349","0.0053"
"12","79.3"," CLOSED"," ON","    06:35:13","16.11","24.330900243309","0.0053"
"12","79.2"," CLOSED"," ON","    06:35:15","16.11","24.330900243309","0.0053"
"12","79.2"," CLOSED"," ON","    06:35:18","16.11","24.330900243309","0.0053"
"12","79.1"," CLOSED"," ON","    06:35:20","16.11","24.330900243309","0.0053"
"12","79.1"," CLOSED"," ON","    06:35:23","16.11","24.330900243309","0.0053"
"12","79"," CLOSED"," ON","    06:35:26","16.11","24.330900243309","0.0053"
"12","78.9"," CLOSED"," ON","    06:35:28","16.11","24.330900243309","0.0053"
"12","78.9"," CLOSED"," ON","    06:35:31","16.11","24.330900243309","0.0053"
"12","78.8"," CLOSED"," ON","    06:35:33","16.11","24.330900243309","0.0053"
"12","78.8"," CLOSED"," ON","    06:35:36","16.11","24.330900243309","0.0053"
"12","78.7"," CLOSED"," ON","    06:35:39","16.11","24.330900243309","0.0053"
"12","78.7"," CLOSED"," ON","    06:35:41","16.11","24.330900243309","0.0053"
"12","78.7"," CLOSED"," ON","    06:35:44","16.11","24.330900243309","0.0053"
"12","78.6"," CLOSED"," ON","    06:35:46","16.11","24.330900243309","0.0053"
"12","78.6"," CLOSED"," ON","    06:35:49","16.11","24.330900243309","0.0053"
"12","78.5"," CLOSED"," ON","    06:35:52","16.11","24.330900243309","0.0053"
"12","78.5"," CLOSED"," ON","    06:35:54","16.11","24.330900243309","0.0053"
"11.9","78.4"," CLOSED"," ON","    06:35:57","16.11","23.75296912114","0.0053"
"12","78.4"," CLOSED"," ON","    06:35:59","16.11","24.330900243309","0.0053"
"12","78.4"," CLOSED"," ON","    06:36:02","16.11","24.330900243309","0.0053"
"11.9","78.3"," CLOSED"," ON","    06:36:05","16.11","23.75296912114","0.0053"
"12","78.3"," CLOSED"," ON","    06:36:07","16.11","24.330900243309","0.0053"
"12","78.3"," CLOSED"," ON","    06:36:10","16.11","24.330900243309","0.0053"
"12","78.3"," CLOSED"," ON","    06:36:12","16.11","24.330900243309","0.0053"
"12","78.2"," CLOSED"," ON","    06:36:15","16.11","24.330900243309","0.0053"
"11.9","78.1"," CLOSED"," ON","    06:36:18","16.11","23.75296912114","0.0053"
"12","78.2"," CLOSED"," ON","    06:36:20","16.11","24.330900243309","0.0053"
"12","78.1"," CLOSED"," ON","    06:36:23","16.11","24.330900243309","0.0053"
"12","78"," CLOSED"," ON","    06:36:25","16.11","24.330900243309","0.0053"
"11.9","77.9"," CLOSED"," ON","    06:36:28","16.11","23.75296912114","0.0053"
"12","77.9"," CLOSED"," ON","    06:36:31","16.11","24.330900243309","0.0053"
"12","77.9"," CLOSED"," ON","    06:36:33","16.11","24.330900243309","0.0053"
"12","77.9"," CLOSED"," ON","    06:36:36","16.11","24.330900243309","0.0053"
"12","77.8"," CLOSED"," ON","    06:36:38","16.11","24.330900243309","0.0053"
"12","77.8"," CLOSED"," ON","    06:36:41","16.11","24.330900243309","0.0053"
"12","77.8"," CLOSED"," ON","    06:36:44","16.11","24.330900243309","0.0053"
"12","77.8"," CLOSED"," ON","    06:36:46","16.11","24.330900243309","0.0053"
"11.9","77.8"," CLOSED"," ON","    06:36:49","16.11","23.75296912114","0.0053"
"11.9","77.7"," CLOSED"," ON","    06:36:51","16.11","23.75296912114","0.0053"
"12","77.8"," CLOSED"," ON","    06:36:54","16.11","24.330900243309","0.0053"
"11.9","77.7"," CLOSED"," ON","    06:36:57","16.11","23.75296912114","0.0053"
"11.9","77.7"," CLOSED"," ON","    06:36:59","16.11","23.75296912114","0.0053"
"11.9","77.8"," CLOSED"," ON","    06:37:02","16.11","23.75296912114","0.0053"
"12","77.8"," CLOSED"," ON","    06:37:04","16.11","24.330900243309","0.0053"
"11.9","77.8"," CLOSED"," ON","    06:37:07","16.11","23.75296912114","0.0053"
"12","77.8"," CLOSED"," ON","    06:37:10","16.11","24.330900243309","0.0053"
"12","77.8"," CLOSED"," ON","    06:37:12","16.11","24.330900243309","0.0053"
"12","77.8"," CLOSED"," ON","    06:37:15","16.11","24.330900243309","0.0053"
"12","77.8"," CLOSED"," ON","    06:37:17","16.11","24.330900243309","0.0053"
"11.9","77.8"," CLOSED"," ON","    06:37:20","16.11","23.75296912114","0.0053"
"11.9","77.8"," CLOSED"," ON","    06:37:23","16.11","23.75296912114","0.0053"
"11.9","77.8"," CLOSED"," ON","    06:37:25","16.11","23.75296912114","0.0053"
"12","77.8"," CLOSED"," ON","    06:37:28","16.11","24.330900243309","0.0053"
"12","77.8"," CLOSED"," ON","    06:37:30","16.11","24.330900243309","0.0053"
"12","77.8"," CLOSED"," ON","    06:37:33","16.11","24.330900243309","0.0053"
"11.9","77.8"," CLOSED"," ON","    06:37:36","16.11","23.75296912114","0.0053"
"12","77.8"," CLOSED"," ON","    06:37:38","16.11","24.330900243309","0.0053"
"12","77.8"," CLOSED"," ON","    06:37:41","16.11","24.330900243309","0.0053"
"12","77.9"," CLOSED"," ON","    06:37:43","16.11","24.330900243309","0.0053"
"12","77.9"," CLOSED"," ON","    06:37:46","16.11","24.330900243309","0.0053"
"12","77.9"," CLOSED"," ON","    06:37:49","16.11","24.330900243309","0.0053"
"11.9","77.9"," CLOSED"," ON","    06:37:51","16.11","23.75296912114","0.0053"
"12","77.9"," CLOSED"," ON","    06:37:54","16.11","24.330900243309","0.0053"
"12","78"," CLOSED"," ON","    06:37:56","16.11","24.330900243309","0.0053"
"11.9","77.9"," CLOSED"," ON","    06:37:59","16.11","23.75296912114","0.0053"
"11.9","77.9"," CLOSED"," ON","    06:38:01","16.11","23.75296912114","0.0053"
"12","78"," CLOSED"," ON","    06:38:04","16.11","24.330900243309","0.0053"
"11.9","78"," CLOSED"," ON","    06:38:07","16.11","23.75296912114","0.0053"
"11.9","78"," CLOSED"," ON","    06:38:09","16.11","23.75296912114","0.0053"
"12","78.1"," CLOSED"," ON","    06:38:12","16.11","24.330900243309","0.0053"
"12","78.1"," CLOSED"," ON","    06:38:15","16.11","24.330900243309","0.0053"
"12","78.1"," CLOSED"," ON","    06:38:17","16.11","24.330900243309","0.0053"
"11.9","78.1"," CLOSED"," ON","    06:38:20","16.11","23.75296912114","0.0053"
"11.9","78.1"," CLOSED"," ON","    06:38:22","16.11","23.75296912114","0.0053"
"11.9","78.1"," CLOSED"," ON","    06:38:25","16.11","23.75296912114","0.0053"
"11.9","78.1"," CLOSED"," ON","    06:38:28","16.11","23.75296912114","0.0053"
"12","78.2"," CLOSED"," ON","    06:38:30","16.11","24.330900243309","0.0053"
"11.9","78.1"," CLOSED"," ON","    06:38:33","16.11","23.75296912114","0.0053"
"11.9","78.1"," CLOSED"," ON","    06:38:35","16.11","23.75296912114","0.0053"
"11.9","78.2"," CLOSED"," ON","    06:38:38","16.11","23.75296912114","0.0053"
"11.9","78.2"," CLOSED"," ON","    06:38:41","16.11","23.75296912114","0.0053"
"11.9","78.2"," CLOSED"," ON","    06:38:43","16.11","23.75296912114","0.0053"
"11.9","78.2"," CLOSED"," ON","    06:38:46","16.11","23.75296912114","0.0053"
"11.9","78.3"," CLOSED"," ON","    06:38:48","16.11","23.75296912114","0.0053"
"11.9","78.3"," CLOSED"," ON","    06:38:51","16.11","23.75296912114","0.0053"
"11.9","78.3"," CLOSED"," ON","    06:38:54","16.11","23.75296912114","0.0053"
"12","78.4"," CLOSED"," ON","    06:38:56","16.11","24.330900243309","0.0053"
"11.9","78.4"," CLOSED"," ON","    06:38:59","16.11","23.75296912114","0.0053"
"11.9","78.4"," CLOSED"," ON","    06:39:01","16.11","23.75296912114","0.0053"
"11.9","78.4"," CLOSED"," ON","    06:39:04","16.11","23.75296912114","0.0053"
"11.9","78.4"," CLOSED"," ON","    06:39:06","16.11","23.75296912114","0.0053"
"11.9","78.5"," CLOSED"," ON","    06:39:09","16.11","23.75296912114","0.0053"
"11.9","78.5"," CLOSED"," ON","    06:39:12","16.11","23.75296912114","0.0053"
"11.9","78.6"," CLOSED"," ON","    06:39:14","16.11","23.75296912114","0.0053"
"11.9","78.6"," CLOSED"," ON","    06:39:17","16.11","23.75296912114","0.0053"
"11.9","78.6"," CLOSED"," ON","    06:39:19","16.11","23.75296912114","0.0053"
"12","78.7"," CLOSED"," ON","    06:39:22","16.11","24.330900243309","0.0053"
"11.9","78.7"," CLOSED"," ON","    06:39:25","16.11","23.75296912114","0.0053"
"11.9","78.7"," CLOSED"," ON","    06:39:27","16.11","23.75296912114","0.0053"
"12","78.8"," CLOSED"," ON","    06:39:30","16.11","24.330900243309","0.0053"
"11.9","78.8"," CLOSED"," ON","    06:39:32","16.11","23.75296912114","0.0053"
"11.9","78.8"," CLOSED"," ON","    06:39:35","16.11","23.75296912114","0.0053"
"12","78.9"," CLOSED"," ON","    06:39:38","16.11","24.330900243309","0.0053"
"11.9","78.8"," CLOSED"," ON","    06:39:40","16.11","23.75296912114","0.0053"
"12","78.9"," CLOSED"," ON","    06:39:43","16.11","24.330900243309","0.0053"
"11.9","78.9"," CLOSED"," ON","    06:39:45","16.11","23.75296912114","0.0053"
"11.9","78.9"," CLOSED"," ON","    06:39:48","16.11","23.75296912114","0.0053"
"11.9","79"," CLOSED"," ON","    06:39:51","16.11","23.75296912114","0.0053"
"11.9","79.1"," CLOSED"," ON","    06:39:53","16.11","23.75296912114","0.0053"
"11.9","79.1"," CLOSED"," ON","    06:39:56","16.11","23.75296912114","0.0053"
"11.9","79.1"," CLOSED"," ON","    06:39:58","16.11","23.75296912114","0.0053"
"12","79.2"," CLOSED"," ON","    06:40:01","16.11","24.330900243309","0.0053"
"11.9","79.2"," CLOSED"," ON","    06:40:04","16.11","23.75296912114","0.0053"
"11.9","79.3"," CLOSED"," ON","    06:40:06","16.11","23.75296912114","0.0053"
"11.9","79.3"," CLOSED"," ON","    06:40:09","16.11","23.75296912114","0.0053"
"11.9","79.3"," CLOSED"," ON","    06:40:11","16.11","23.75296912114","0.0053"
"12","79.4"," CLOSED"," ON","    06:40:14","16.11","24.330900243309","0.0053"
"11.9","79.4"," CLOSED"," ON","    06:40:17","16.11","23.75296912114","0.0053"
"12","79.5"," CLOSED"," ON","    06:40:19","16.11","24.330900243309","0.0053"
"11.9","79.4"," CLOSED"," ON","    06:40:22","16.11","23.75296912114","0.0053"
"11.9","79.5"," CLOSED"," ON","    06:40:24","16.11","23.75296912114","0.0053"
"11.9","79.6"," CLOSED"," ON","    06:40:27","16.11","23.75296912114","0.0053"
"11.9","79.6"," CLOSED"," ON","    06:40:30","16.11","23.75296912114","0.0053"
"11.9","79.7"," CLOSED"," ON","    06:40:32","16.11","23.75296912114","0.0053"
"11.9","79.7"," CLOSED"," ON","    06:40:35","16.11","23.75296912114","0.0053"
"11.9","79.7"," CLOSED"," ON","    06:40:37","16.11","23.75296912114","0.0053"
"11.9","79.8"," CLOSED"," ON","    06:40:40","16.11","23.75296912114","0.0053"
"12","79.9"," CLOSED"," ON","    06:40:43","16.11","24.330900243309","0.0053"
"11.9","79.9"," CLOSED"," ON","    06:40:45","16.11","23.75296912114","0.0053"
"11.9","79.9"," CLOSED"," ON","    06:40:48","16.11","23.75296912114","0.0053"
"11.9","80"," CLOSED"," ON","    06:40:50","16.11","23.75296912114","0.0053"
"11.9","80"," CLOSED"," ON","    06:40:53","16.11","23.75296912114","0.0053"
"11.9","80"," CLOSED"," ON","    06:40:55","16.11","23.75296912114","0.0053"
"12","80.1"," CLOSED"," ON","    06:40:58","16.11","24.330900243309","0.0053"
"12","80.1"," CLOSED"," ON","    06:41:01","16.11","24.330900243309","0.0053"
"11.9","80.1"," CLOSED"," ON","    06:41:03","16.11","23.75296912114","0.0053"
"11.9","80.1"," CLOSED"," ON","    06:41:06","16.11","23.75296912114","0.0053"
"11.9","80.2"," CLOSED"," ON","    06:41:08","16.11","23.75296912114","0.0053"
"11.9","80.2"," CLOSED"," ON","    06:41:11","16.11","23.75296912114","0.0053"
"11.9","80.2"," CLOSED"," ON","    06:41:14","16.11","23.75296912114","0.0053"
"11.9","80.2"," CLOSED"," ON","    06:41:16","16.11","23.75296912114","0.0053"
"11.9","80.2"," CLOSED"," ON","    06:41:19","16.11","23.75296912114","0.0053"
"11.9","80.3"," CLOSED"," ON","    06:41:21","16.11","23.75296912114","0.0053"
"11.9","80.3"," CLOSED"," ON","    06:41:24","16.11","23.75296912114","0.0053"
"11.9","80.4"," CLOSED"," ON","    06:41:27","16.11","23.75296912114","0.0053"
"11.9","80.5"," CLOSED"," ON","    06:41:29","16.11","23.75296912114","0.0053"
"11.9","80.5"," CLOSED"," ON","    06:41:32","16.11","23.75296912114","0.0053"
"11.9","80.6"," CLOSED"," ON","    06:41:34","16.11","23.75296912114","0.0053"
"11.9","80.6"," CLOSED"," ON","    06:41:37","16.11","23.75296912114","0.0053"
"11.9","80.6"," CLOSED"," ON","    06:41:40","16.11","23.75296912114","0.0053"
"12","80.7"," CLOSED"," ON","    06:41:42","16.11","24.330900243309","0.0053"
"12","80.7"," CLOSED"," ON","    06:41:45","16.11","24.330900243309","0.0053"
"12","80.8"," CLOSED"," ON","    06:41:47","16.11","24.330900243309","0.0053"
"12","80.8"," CLOSED"," ON","    06:41:50","16.11","24.330900243309","0.0053"
"12","80.9"," CLOSED"," ON","    06:41:53","16.11","24.330900243309","0.0053"
"11.9","80.8"," CLOSED"," ON","    06:41:55","16.11","23.75296912114","0.0053"
"11.9","80.9"," CLOSED"," ON","    06:41:58","16.11","23.75296912114","0.0053"
"12","81"," CLOSED"," ON","    06:42:00","16.11","24.330900243309","0.0053"
"11.9","81"," CLOSED"," ON","    06:42:03","16.11","23.75296912114","0.0053"
"12","81"," CLOSED"," ON","    06:42:06","16.11","24.330900243309","0.0053"
"11.9","81"," CLOSED"," ON","    06:42:08","16.11","23.75296912114","0.0053"
"11.9","81.1"," CLOSED"," ON","    06:42:11","16.11","23.75296912114","0.0053"
"12","81.1"," CLOSED"," ON","    06:42:13","16.11","24.330900243309","0.0053"
"12","81.2"," CLOSED"," ON","    06:42:16","16.11","24.330900243309","0.0053"
"12","81.2"," CLOSED"," ON","    06:42:19","16.11","24.330900243309","0.0053"
"11.9","81.2"," CLOSED"," ON","    06:42:21","16.11","23.75296912114","0.0053"
"11.9","81.2"," CLOSED"," ON","    06:42:24","16.11","23.75296912114","0.0053"
"12","81.3"," CLOSED"," ON","    06:42:26","16.11","24.330900243309","0.0053"
"12","81.4"," CLOSED"," ON","    06:42:29","16.11","24.330900243309","0.0053"
"11.9","81.3"," CLOSED"," ON","    06:42:31","16.11","23.75296912114","0.0053"
"12","81.5"," CLOSED"," ON","    06:42:34","16.11","24.330900243309","0.0053"
"11.9","81.4"," CLOSED"," ON","    06:42:37","16.11","23.75296912114","0.0053"
"11.9","81.4"," CLOSED"," ON","    06:42:39","16.11","23.75296912114","0.0053"
"12","81.5"," CLOSED"," ON","    06:42:42","16.11","24.330900243309","0.0053"
"12","81.5"," CLOSED"," ON","    06:42:44","16.11","24.330900243309","0.0053"
"12","81.6"," CLOSED"," ON","    06:42:47","16.11","24.330900243309","0.0053"
"12","81.6"," CLOSED"," ON","    06:42:50","16.11","24.330900243309","0.0053"
"11.9","81.5"," CLOSED"," ON","    06:42:52","16.11","23.75296912114","0.0053"
"11.9","81.5"," CLOSED"," ON","    06:42:55","16.11","23.75296912114","0.0053"
"12","81.6"," CLOSED"," ON","    06:42:57","16.11","24.330900243309","0.0053"
"12","81.6"," CLOSED"," ON","    06:43:00","16.11","24.330900243309","0.0053"
"12","81.7"," CLOSED"," ON","    06:43:03","16.11","24.330900243309","0.0053"
"12","81.7"," CLOSED"," ON","    06:43:05","16.11","24.330900243309","0.0053"
"12","81.7"," CLOSED"," ON","    06:43:08","16.11","24.330900243309","0.0053"
"12","81.8"," CLOSED"," ON","    06:43:10","16.11","24.330900243309","0.0053"
"12","81.8"," CLOSED"," ON","    06:43:13","16.11","24.330900243309","0.0053"
"12","81.8"," CLOSED"," ON","    06:43:16","16.11","24.330900243309","0.0053"
"12","81.8"," CLOSED"," ON","    06:43:18","16.11","24.330900243309","0.0053"
"12","81.8"," CLOSED"," ON","    06:43:21","16.11","24.330900243309","0.0053"
"11.9","81.8"," CLOSED"," ON","    06:43:23","16.11","23.75296912114","0.0053"
"12","82"," CLOSED"," ON","    06:43:26","16.11","24.330900243309","0.0053"
"12","82"," CLOSED"," ON","    06:43:29","16.11","24.330900243309","0.0053"
"12","82"," CLOSED"," ON","    06:43:31","16.11","24.330900243309","0.0053"
"12","82"," CLOSED"," ON","    06:43:34","16.11","24.330900243309","0.0053"
"12","82.1"," CLOSED"," ON","    06:43:37","16.11","24.330900243309","0.0053"
"12","82.1"," CLOSED"," ON","    06:43:39","16.11","24.330900243309","0.0053"
"12","82.1"," CLOSED"," ON","    06:43:42","16.11","24.330900243309","0.0053"
