TIME,Power_final
00:17:55,12.540723
00:17:57,12.540699
00:18:00,12.540699
00:18:03,12.540724
00:18:05,12.540769
00:18:08,12.590843
00:18:10,12.540815
00:18:13,12.540815
00:18:15,12.5407915
00:18:18,12.5407915
00:18:21,12.590866
00:18:23,12.540815
00:18:26,12.540815
00:18:28,12.540838
00:18:31,12.540861
00:18:34,12.540908
00:18:36,12.54093
00:18:39,12.54093
00:18:41,12.54093
00:18:44,12.54093
00:18:46,12.541021
00:18:49,12.541021
00:18:52,12.540998
00:18:54,12.540998
00:18:57,12.541021
00:18:59,12.541021
00:19:02,12.541044
00:19:05,12.541069
00:19:07,12.541115
00:19:10,12.491087
00:19:12,12.541138
00:19:15,12.541138
00:19:17,12.541206
00:19:20,12.541206
00:19:23,12.541206
00:19:25,12.541254
00:19:28,12.541277
00:19:30,12.541277
00:19:33,12.541277
00:19:36,12.541277
00:19:38,12.4911785
00:19:41,12.541254
00:19:43,12.4911785
00:19:46,12.541277
00:19:49,12.541346
00:19:51,12.491318
00:19:54,12.5413685
00:19:56,12.491295
00:19:59,12.491363
00:20:01,12.210203
00:20:04,12.210179
00:20:07,12.160152
00:20:09,12.210273
00:20:12,12.160221
00:20:14,12.160244
00:20:17,12.2103405
00:20:20,12.160267
00:20:22,12.210295
00:20:25,12.160244
00:20:27,12.160267
00:20:30,12.210411
00:20:32,12.16036
00:20:35,12.210411
00:20:38,12.210456
00:20:40,12.160406
00:20:43,12.160405
00:20:45,12.160452
00:20:48,12.210503
00:20:51,12.160429
00:20:53,12.160475
00:20:56,12.160498
00:20:58,12.210571
00:21:01,12.160543
00:21:03,12.160589
00:21:06,12.160612
00:21:09,12.160589
00:21:11,12.160612
00:21:14,12.160612
00:21:16,12.160612
00:21:19,12.160612
00:21:22,12.160612
00:21:24,12.160612
00:21:27,12.160612
00:21:29,12.160589
00:21:32,12.160636
00:21:35,12.160661
00:21:37,12.160661
00:21:40,12.160682
00:21:42,12.160705
00:21:45,12.160682
00:21:47,12.160682
00:21:50,12.110584
00:21:53,12.160636
00:21:55,12.160705
00:21:58,12.160705
00:22:00,12.160728
00:22:03,12.160704
00:22:06,12.160728
00:22:08,12.160728
00:22:11,12.160728
00:22:13,12.110654
00:22:16,12.110654
00:22:18,12.110677
00:22:21,12.160797
00:22:24,12.110746
00:22:26,12.110746
00:22:29,12.110746
00:22:31,12.110746
00:22:34,12.16082
00:22:37,12.11077
00:22:39,12.110746
00:22:42,12.110746
00:22:44,12.110701
00:22:47,12.160774
00:22:49,12.110701
00:22:52,12.110677
00:22:55,12.110701
00:22:57,12.110701
00:23:00,12.110701
00:23:02,12.110701
00:23:05,12.110701
00:23:08,12.110701
00:23:10,12.110677
00:23:13,12.110677
00:23:15,12.110677
00:23:18,12.110654
00:23:21,12.160728
00:23:23,12.1107
00:23:26,12.110677
00:23:28,12.110677
00:23:31,12.110677
00:23:33,12.110654
00:23:36,12.110654
00:23:39,12.11063
00:23:41,12.11063
00:23:44,12.11063
00:23:46,12.11063
00:23:49,12.11063
00:23:52,12.11063
00:23:54,12.11063
00:23:57,12.11063
00:23:59,12.11063
00:24:02,12.11063
00:24:04,12.110608
00:24:07,12.110584
00:24:10,12.110561
00:24:12,12.110561
00:24:15,12.110584
00:24:17,12.110584
00:24:20,12.110561
00:24:23,12.1105385
00:24:25,12.1105385
00:24:28,12.1105385
00:24:30,12.110561
00:24:33,12.060511
00:24:35,12.110561
00:24:38,12.060488
00:24:41,12.1105385
00:24:43,12.110516
00:24:46,12.06044
00:24:48,12.110493
00:24:51,12.110469
00:24:54,12.110447
00:24:56,12.110447
00:24:59,12.110424
00:25:01,12.110424
00:25:04,12.060326
00:25:07,12.110376
00:25:09,12.110354
00:25:12,12.060326
00:25:14,12.060326
00:25:17,12.06028
00:25:19,12.110331
00:25:22,12.060257
00:25:25,12.060257
00:25:27,12.110308
00:25:30,12.110286
00:25:32,12.110308
00:25:35,12.110331
00:25:38,12.110308
00:25:40,12.060234
00:25:43,12.110308
00:25:45,12.110286
00:25:48,12.110262
00:25:50,12.060211
00:25:53,12.110262
00:25:56,12.060186
00:25:58,12.110262
00:26:01,12.110239
00:26:03,12.110216
00:26:06,12.110216
00:26:09,12.110193
00:26:11,12.06012
00:26:14,12.06012
00:26:16,12.060095
00:26:19,12.06012
00:26:22,12.060095
00:26:24,12.060072
00:26:27,12.060049
00:26:29,12.060049
00:26:32,12.060026
00:26:34,12.060026
00:26:37,12.110077
00:26:40,12.110077
00:26:42,12.060003
00:26:45,12.110055
00:26:47,12.060003
00:26:50,12.110077
00:26:53,12.060003
00:26:55,12.059957
00:26:58,12.110031
00:27:00,12.059957
00:27:03,12.059934
00:27:05,12.110008
00:27:08,12.059934
00:27:11,12.109985
00:27:13,12.059911
00:27:16,12.059887
00:27:18,12.109916
00:27:21,12.059865
00:27:24,12.059865
00:27:26,12.059842
00:27:29,12.059842
00:27:31,12.059818
00:27:34,12.059818
00:27:36,12.059818
00:27:39,12.109892
00:27:42,12.109892
00:27:44,12.059842
00:27:47,12.059818
00:27:49,12.059818
00:27:52,12.10987
00:27:55,12.059795
00:27:57,12.109846
00:28:00,12.0597725
00:28:02,12.0597725
00:28:05,12.0597725
00:28:08,12.05975
00:28:10,12.059727
00:28:13,12.059727
00:28:15,12.059704
00:28:18,12.059704
00:28:20,12.059727
00:28:23,12.059727
00:28:26,12.109777
00:28:28,12.059704
00:28:31,12.109755
00:28:33,12.05968
00:28:36,12.05968
00:28:39,12.109755
00:28:41,12.109755
00:28:44,12.05968
00:28:46,12.109755
00:28:49,12.05968
00:28:51,12.059635
00:28:54,12.109685
00:28:57,12.05961
00:28:59,12.059611
00:29:02,12.059611
00:29:04,12.109684
00:29:07,12.059611
00:29:10,12.109684
00:29:12,12.059611
00:29:15,12.109662
00:29:17,12.109662
00:29:20,12.059588
00:29:22,12.059588
00:29:25,12.10964
00:29:28,12.059588
00:29:30,12.109662
00:29:33,12.10964
00:29:35,12.059565
00:29:38,12.059565
00:29:41,12.059519
00:29:43,12.10957
00:29:46,12.109547
00:29:48,12.109547
00:29:51,12.109547
00:29:54,12.059496
00:29:56,12.059473
00:29:59,12.059473
00:30:01,12.05945
00:30:04,12.05945
00:30:06,12.05945
00:30:09,12.05945
00:30:12,12.109478
00:30:14,12.059425
00:30:17,12.109478
00:30:19,12.059404
00:30:22,12.109454
00:30:25,12.109454
00:30:27,12.0593815
00:30:30,12.109454
00:30:32,12.109431
00:30:35,12.109431
00:30:37,12.0593815
00:30:40,12.059359
00:30:43,12.059359
00:30:45,12.109409
00:30:48,12.109409
00:30:50,12.059335
00:30:53,12.059335
00:30:56,12.109409
00:30:58,12.059335
00:31:01,12.059359
00:31:03,12.059359
00:31:06,12.059359
00:31:08,12.109409
00:31:11,12.059335
00:31:14,12.059312
00:31:16,12.109362
00:31:19,12.109409
00:31:21,12.059335
00:31:24,12.109409
00:31:27,12.059335
00:31:29,12.109362
00:31:32,12.059335
00:31:34,12.109362
00:31:37,12.109362
00:31:40,12.059289
00:31:42,12.109363
00:31:45,12.109341
00:31:47,12.109341
00:31:50,12.109341
00:31:52,12.109341
00:31:55,12.109341
00:31:58,12.059265
00:32:00,12.109341
00:32:03,12.059265
00:32:05,12.109341
00:32:08,12.059265
00:32:11,12.109318
00:32:13,12.059242
00:32:16,12.109318
00:32:18,12.109318
00:32:21,12.109295
00:32:23,12.10927
00:32:26,12.109247
00:32:29,12.109247
00:32:31,12.059196
00:32:34,12.059174
00:32:36,12.109224
00:32:39,12.059174
00:32:42,12.109224
00:32:44,12.109224
00:32:47,12.109201
00:32:49,12.059151
00:32:52,12.109224
00:32:54,12.109224
00:32:57,12.109224
00:33:00,12.109247
00:33:02,12.109224
00:33:05,12.109224
00:33:07,12.109224
00:33:10,12.059151
00:33:13,12.109201
00:33:15,12.109179
00:33:18,12.059127
00:33:20,12.059127
00:33:23,12.109201
00:33:26,12.059127
00:33:28,12.109156
00:33:31,12.109156
00:33:33,12.109156
00:33:36,12.109132
00:33:38,12.109156
00:33:41,12.05908
00:33:44,12.059057
00:33:46,12.10911
00:33:49,12.059034
00:33:51,12.059034
00:33:54,12.10911
00:33:57,12.10911
00:33:59,12.059057
00:34:02,12.10911
00:34:04,12.059034
00:34:07,12.109087
00:34:09,12.10911
00:34:12,12.10911
00:34:15,12.059057
00:34:17,12.10911
00:34:20,12.10911
00:34:22,12.109087
00:34:25,12.109063
00:34:28,12.109039
00:34:30,12.109016
00:34:33,12.109016
00:34:35,12.109016
00:34:38,12.058942
00:34:41,12.108994
00:34:43,12.108994
00:34:46,12.108994
00:34:48,12.108994
00:34:51,12.058966
00:34:53,12.058942
00:34:56,12.108994
00:34:59,12.108994
00:35:01,12.058919
00:35:04,12.108971
00:35:06,12.058897
00:35:09,12.058919
00:35:12,12.108971
00:35:14,12.108994
00:35:17,12.109039
00:35:19,12.109039
00:35:22,12.109016
00:35:24,12.109016
00:35:27,12.109039
00:35:30,12.109016
00:35:32,12.059011
00:35:35,12.10911
00:35:37,12.109087
00:35:40,12.059034
00:35:43,12.10911
00:35:45,12.109087
00:35:48,12.109085
00:35:50,12.109063
00:35:53,12.109063
00:35:56,12.109087
00:35:58,12.059034
00:36:01,12.109063
00:36:03,12.059034
00:36:06,12.10911
00:36:08,12.059057
00:36:11,12.109132
00:36:14,12.10911
00:36:16,12.10911
00:36:19,12.109132
00:36:21,12.109156
00:36:24,12.059104
00:36:27,12.059104
00:36:29,12.109156
00:36:32,12.109179
00:36:34,12.059127
00:36:37,12.059127
00:36:39,12.059127
00:36:42,12.109179
00:36:45,12.109179
00:36:47,12.109179
00:36:50,12.059127
00:36:52,12.109201
00:36:55,12.059127
00:36:58,12.059127
00:37:00,12.059104
00:37:03,12.059104
00:37:05,12.059127
00:37:08,12.059174
00:37:10,12.059174
00:37:13,12.059196
00:37:16,12.059196
00:37:18,12.059196
00:37:21,12.059196
00:37:23,12.059265
00:37:26,12.059289
00:37:29,12.059289
00:37:31,12.059289
00:37:34,12.059289
00:37:36,12.059312
00:37:39,12.059335
00:37:42,12.059335
00:37:44,12.059335
00:37:47,12.0593815
00:37:49,12.059404
00:37:52,12.059404
00:37:54,12.059425
00:37:57,12.05945
00:38:00,12.05945
00:38:02,12.05945
00:38:05,12.05945
00:38:07,12.059473
00:38:10,12.059496
00:38:13,12.059542
00:38:15,12.059565
00:38:18,12.059565
00:38:20,12.009491
00:38:23,12.059519
00:38:25,12.059588
00:38:28,12.059635
00:38:31,12.059635
00:38:33,12.059635
00:38:36,12.059657
00:38:38,12.05968
00:38:41,12.059704
00:38:44,12.059704
00:38:46,12.059704
00:38:49,12.059704
00:38:51,12.009653
00:38:54,12.009676
00:38:56,12.059727
00:38:59,12.05975
00:39:02,12.0597725
00:39:04,12.059818
00:39:07,12.009813
00:39:09,12.059887
00:39:12,12.059887
00:39:15,12.009836
00:39:17,12.009836
00:39:20,12.059887
00:39:22,12.009813
00:39:25,12.009859
00:39:28,12.060026
00:39:30,12.060049
00:39:33,12.060049
00:39:35,12.009997
00:39:38,12.009997
00:39:40,12.009997
00:39:43,12.009975
00:39:46,12.009953
00:39:48,12.00993
00:39:51,12.009975
00:39:53,12.010045
00:39:56,11.959993
00:39:59,12.010044
00:40:01,12.010021
00:40:04,12.010045
00:40:06,12.01009
00:40:09,12.010114
00:40:11,12.0101595
00:40:14,12.0101595
00:40:17,11.960108
00:40:19,12.0101595
00:40:22,12.010182
00:40:24,12.010182
00:40:27,12.010206
00:40:30,12.010228
00:40:32,12.010252
00:40:35,12.010252
00:40:37,11.960176
00:40:40,12.010228
00:40:43,12.010252
00:40:45,12.010252
00:40:48,12.010275
00:40:50,12.010275
00:40:53,12.010275
00:40:55,12.010296
00:40:58,12.010296
00:41:01,12.010296
00:41:03,12.010296
00:41:06,12.010296
00:41:08,11.960246
00:41:11,12.010321
00:41:14,12.010366
00:41:16,11.960317
00:41:19,12.01039
00:41:21,12.01039
00:41:24,12.010389
00:41:27,12.010389
00:41:29,12.010366
00:41:32,12.010366
00:41:34,11.960317
00:41:37,12.010366
00:41:39,12.010366
00:41:42,12.010366
00:41:45,12.010389
00:41:47,12.010389
00:41:50,12.010389
00:41:52,12.010436
00:41:55,12.010436
00:41:58,11.960339
00:42:00,11.960339
00:42:03,12.010389
00:42:05,12.010389
00:42:08,12.010413
00:42:10,12.010413
00:42:13,12.010413
00:42:16,12.010413
00:42:18,11.960339
00:42:21,11.960317
00:42:23,11.960339
00:42:26,11.960339
00:42:29,11.960339
00:42:31,11.960339
00:42:34,11.960317
00:42:36,12.010389
00:42:39,11.960339
00:42:42,11.960339
00:42:44,12.01039
00:42:47,11.960317
00:42:49,11.960317
00:42:52,11.960317
00:42:54,11.960292
00:42:57,11.960292
00:43:00,12.010321
00:43:02,11.960246
00:43:05,11.96027
00:43:07,11.960292
00:43:10,11.960292
00:43:13,11.96027
00:43:15,11.960246
00:43:18,12.010321
00:43:20,12.010321
00:43:23,11.960246
00:43:26,11.960246
00:43:28,11.960246
00:43:31,11.960224
00:43:33,11.960224
00:43:36,11.960224
00:43:38,11.9602
00:43:41,11.9602
00:43:44,11.960224
00:43:46,11.9602
00:43:49,11.9602
00:43:51,11.960176
00:43:54,11.960176
00:43:57,11.9602
00:43:59,11.960176
00:44:02,11.960176
00:44:04,11.960201
00:44:07,11.960177
00:44:10,11.960176
00:44:12,11.9601555
00:44:15,11.960131
00:44:17,11.960108
00:44:20,11.9601555
00:44:23,11.960131
00:44:25,12.0101595
00:44:28,11.960085
00:44:30,11.960085
00:44:33,11.960085
00:44:35,11.960085
00:44:38,11.960062
00:44:41,11.960039
00:44:43,11.960039
00:44:46,11.960039
00:44:48,11.960039
00:44:51,11.960016
00:44:54,11.960016
00:44:56,11.959993
00:44:59,11.959993
00:45:01,11.959993
00:45:04,11.95997
00:45:06,11.95997
00:45:09,11.959946
00:45:12,11.959924
00:45:14,11.909872
00:45:17,11.959924
00:45:19,11.959924
00:45:22,11.959924
00:45:25,11.959924
00:45:27,11.959901
00:45:30,11.959901
00:45:32,11.959878
00:45:35,11.959854
00:45:38,11.959831
00:45:40,11.959854
00:45:43,11.9097805
00:45:45,11.959831
00:45:48,11.959809
00:45:50,11.959809
00:45:53,11.959785
00:45:56,11.959763
00:45:58,11.95974
00:46:01,11.95974
00:46:03,11.95974
00:46:06,11.959717
00:46:09,11.959717
00:46:11,11.959693
00:46:14,11.959693
00:46:16,11.959693
00:46:19,11.959693
00:46:21,11.959671
00:46:24,11.959671
00:46:27,11.959647
00:46:29,11.959647
00:46:32,11.959625
00:46:34,11.959625
00:46:37,11.959601
00:46:40,11.9595785
00:46:42,11.9595785
00:46:45,11.909504
00:46:47,11.959555
00:46:50,11.959555
00:46:52,11.959555
00:46:55,11.959532
00:46:58,11.959532
00:47:00,11.959532
00:47:03,11.959509
00:47:05,11.959509
00:47:08,11.909434
00:47:11,11.959486
00:47:13,11.959509
00:47:16,11.959486
00:47:18,11.959486
00:47:21,11.959462
00:47:24,11.959439
00:47:26,11.959439
00:47:29,11.959439
00:47:31,11.959439
00:47:34,11.959417
00:47:36,11.959417
00:47:39,11.959417
00:47:42,11.959393
00:47:44,11.959372
00:47:47,11.959372
00:47:49,11.959372
00:47:52,11.909297
00:47:55,11.959347
00:47:57,11.959347
00:48:00,11.959324
00:48:02,11.959324
00:48:05,11.959324
00:48:07,11.959324
00:48:10,11.959301
00:48:13,11.90925
00:48:15,11.959301
00:48:18,11.959278
00:48:20,11.959278
00:48:23,11.959254
00:48:26,11.959254
00:48:28,11.959254
00:48:31,11.909181
00:48:33,11.959232
00:48:36,11.959232
00:48:38,11.959232
00:48:41,11.959254
00:48:44,11.959232
00:48:46,11.959209
00:48:49,11.909159
00:48:51,11.959209
00:48:54,11.959209
00:48:57,11.959186
00:48:59,11.959164
00:49:02,11.959164
00:49:04,11.95914
00:49:07,11.95914
00:49:10,11.95914
00:49:12,11.95914
00:49:15,11.95914
00:49:17,11.95914
00:49:20,11.95914
00:49:22,11.95914
00:49:25,11.909066
00:49:28,11.959117
00:49:30,11.959117
00:49:33,11.959117
00:49:35,11.959116
00:49:38,11.959116
00:49:41,11.959117
00:49:43,11.959117
00:49:46,11.959117
00:49:48,11.959095
00:49:51,11.959095
00:49:53,11.959095
00:49:56,11.95907
00:49:59,11.959047
00:50:01,11.959047
00:50:04,11.959047
00:50:06,11.959047
00:50:09,11.959025
00:50:12,11.959025
00:50:14,11.959002
00:50:17,11.959002
00:50:19,11.959002
00:50:22,11.959002
00:50:25,11.959002
00:50:27,11.959002
00:50:30,11.95898
00:50:32,11.95898
00:50:35,11.958956
00:50:37,11.95898
00:50:40,12.0090065
00:50:43,11.958956
00:50:45,12.0090065
00:50:48,11.95898
00:50:50,11.958956
00:50:53,12.009029
00:50:56,11.95898
00:50:58,11.958957
00:51:01,11.958933
00:51:03,11.958933
00:51:06,11.958933
00:51:08,11.95891
00:51:11,11.95891
00:51:14,11.95891
00:51:16,11.95891
00:51:19,11.95891
00:51:21,11.95891
00:51:24,11.958886
00:51:27,11.9088125
00:51:29,11.958862
00:51:32,11.958862
00:51:34,11.958839
00:51:37,11.9588175
00:51:39,11.9588175
00:51:42,11.9588175
00:51:45,11.958794
00:51:47,11.958794
00:51:50,11.958771
00:51:52,11.958771
00:51:55,11.958771
00:51:58,11.958748
00:52:00,12.008822
00:52:03,12.0088005
00:52:05,11.958748
00:52:08,11.958748
00:52:11,11.958771
00:52:13,11.958771
00:52:16,11.958748
00:52:18,11.958771
00:52:21,11.958748
00:52:23,11.958748
00:52:26,11.958748
00:52:29,11.958748
00:52:31,11.958702
00:52:34,12.008754
00:52:36,11.958702
00:52:39,11.958702
00:52:42,11.958702
00:52:44,11.958702
00:52:47,11.958702
00:52:49,11.958702
00:52:52,11.958702
00:52:54,11.958679
00:52:57,11.958679
00:53:00,11.958679
00:53:02,11.958679
00:53:05,11.958702
00:53:07,11.958702
00:53:10,11.958679
00:53:13,11.958679
00:53:15,11.958656
00:53:18,11.958656
00:53:20,11.958656
00:53:23,11.958656
00:53:25,11.958656
00:53:28,11.958656
00:53:31,11.958656
00:53:33,11.958679
00:53:36,11.958679
00:53:38,11.958679
00:53:41,11.958679
00:53:44,11.958655
00:53:46,12.00873
00:53:49,11.958656
00:53:51,11.958633
00:53:54,11.958656
00:53:57,11.958656
00:53:59,11.958656
00:54:02,11.958633
00:54:04,11.958633
00:54:07,11.958609
00:54:09,11.958609
00:54:12,11.958609
00:54:15,11.958609
00:54:17,11.958609
00:54:20,11.958609
00:54:22,11.958609
00:54:25,11.958587
00:54:28,11.958587
00:54:30,11.958609
00:54:33,11.958609
