InTemp,InHumid,DoorState,Power,TIME,Temp_outside,Pi_consmp,GES(inKWh),Power_final,Power_Source,Power_Used
12.6,78.0,CLOSED,ON,13:13:00,23.89,3.54295837,8.991,3.7291666663333336,RES,3.7291666663333336
12.6,78.7,CLOSED,ON,13:14:00,23.89,3.54295837,8.991,3.815277777583333,RES,3.815277777583333
13.2,99.9,CLOSED,ON,14:05:00,22.78,4.175365344,8.929,3.84166666675,RES,3.84166666675
13.4,99.9,CLOSED,ON,14:06:00,22.78,4.264392324,8.929,3.9083333331666665,RES,3.9083333331666665
13.2,99.6,CLOSED,ON,14:07:00,22.78,4.175365344,8.929,3.611111111333333,RES,3.611111111333333
13.1,95.6,CLOSED,ON,14:08:00,22.78,4.132231405,8.929,3.750000000083333,RES,3.750000000083333
13.0,93.1,CLOSED,ON,14:09:00,22.78,4.08997955,8.929,3.700000000166667,RES,3.700000000166667
13.0,91.4,CLOSED,ON,14:10:00,22.78,4.08997955,8.929,3.7555555555,RES,3.7555555555
12.9,90.1,CLOSED,ON,14:11:00,22.78,4.048582996,8.929,3.9055555556666666,RES,3.9055555556666666
13.0,88.5,CLOSED,ON,14:12:00,22.78,4.08997955,8.929,3.6527777776666666,RES,3.6527777776666666
12.9,87.6,CLOSED,ON,14:13:00,22.78,4.048582996,8.929,3.6611111110833336,RES,3.6611111110833336
12.9,86.9,CLOSED,ON,14:14:00,22.78,4.048582996,8.929,3.93194444425,RES,3.93194444425
12.9,86.7,CLOSED,ON,14:15:00,22.78,4.048582996,8.929,3.9527777778333335,RES,3.9527777778333335
12.9,86.2,CLOSED,ON,14:16:00,22.78,4.048582996,9.1,3.7902777781666663,RES,3.7902777781666663
13.0,86.2,CLOSED,ON,14:17:00,22.78,4.08997955,9.1,3.788888888833333,RES,3.788888888833333
13.0,85.6,CLOSED,ON,14:18:00,22.78,4.08997955,9.1,3.922222222333333,RES,3.922222222333333
13.0,85.2,CLOSED,ON,14:19:00,22.78,4.08997955,9.1,3.7624999999166655,RES,3.7624999999166655
13.0,84.6,CLOSED,ON,14:20:00,23.89,3.673094582,9.1,3.9597222225,RES,3.9597222225
13.0,82.8,CLOSED,ON,14:21:00,23.89,3.673094582,9.1,4.026388889083333,RES,4.026388889083333
12.9,80.9,CLOSED,ON,14:22:00,23.89,3.639672429,9.1,3.7083333335833335,RES,3.7083333335833335
12.9,79.5,CLOSED,ON,14:23:00,23.89,3.639672429,9.1,3.71388888875,RES,3.71388888875
12.9,78.1,CLOSED,ON,14:24:00,23.89,3.639672429,9.1,3.7347222225,RES,3.7347222225
12.8,77.5,CLOSED,ON,14:25:00,23.89,3.606853021,9.1,3.841666666916667,RES,3.841666666916667
12.8,77.5,CLOSED,ON,14:26:00,23.89,3.606853021,9.1,3.804166666583333,RES,3.804166666583333
12.8,77.7,CLOSED,ON,14:27:00,23.89,3.606853021,9.1,3.777777777583333,RES,3.777777777583333
13.3,93.3,CLOSED,OFF,14:34:00,23.89,3.777148253,8.704,3.62916666675,RES,3.62916666675
13.3,93.3,CLOSED,OFF,14:34:00,23.89,3.777148253,8.704,3.62916666675,RES,3.62916666675
13.3,92.3,CLOSED,OFF,14:35:00,23.89,3.777148253,8.704,3.8027777775,RES,3.8027777775
13.3,92.3,CLOSED,OFF,14:35:00,23.89,3.777148253,8.704,3.8027777775,RES,3.8027777775
13.2,91.4,CLOSED,OFF,14:36:00,23.89,3.74181478,8.704,3.676388888833333,RES,3.676388888833333
13.2,91.4,CLOSED,OFF,14:36:00,23.89,3.74181478,8.704,3.676388888833333,RES,3.676388888833333
13.0,79.4,CLOSED,ON,14:45:00,23.89,3.673094582,8.704,3.7125000001666666,RES,3.7125000001666666
13.1,79.1,CLOSED,ON,14:46:00,23.89,3.707136237,7.653,3.82500000025,RES,3.82500000025
13.1,79.5,CLOSED,ON,14:47:00,23.89,3.707136237,7.653,3.6194444446666663,RES,3.6194444446666663
13.1,80.2,CLOSED,ON,14:48:00,23.89,3.707136237,7.653,3.8722222224166662,RES,3.8722222224166662
13.1,80.8,CLOSED,ON,14:49:00,23.89,3.707136237,7.653,3.7805555556666666,RES,3.7805555556666666
13.0,81.7,CLOSED,ON,14:50:00,25.0,3.333333333,7.653,3.748611110666667,RES,3.748611110666667
13.1,82.2,CLOSED,ON,14:51:00,25.0,3.361344538,7.653,3.8222222221666655,RES,3.8222222221666655
13.1,82.8,CLOSED,ON,14:52:00,25.0,3.361344538,7.653,3.893055555166667,RES,3.893055555166667
13.0,83.3,CLOSED,ON,14:53:00,25.0,3.333333333,7.653,3.7666666664166666,RES,3.7666666664166666
13.1,84.0,CLOSED,ON,14:54:00,25.0,3.361344538,7.653,3.829166667,RES,3.829166667
13.1,84.2,CLOSED,ON,14:55:00,25.0,3.361344538,7.653,3.7777777776666666,RES,3.7777777776666666
13.1,84.5,CLOSED,ON,14:56:00,25.0,3.361344538,7.653,3.9138888889166665,RES,3.9138888889166665
13.1,84.6,CLOSED,ON,14:57:00,25.0,3.361344538,7.653,3.822222222,RES,3.822222222
13.1,83.7,CLOSED,ON,14:58:00,25.0,3.361344538,7.653,3.8708333328333335,RES,3.8708333328333335
13.1,82.1,CLOSED,ON,14:59:00,25.0,3.361344538,7.653,3.713888888833333,RES,3.713888888833333
13.1,80.1,CLOSED,ON,15:00:00,25.0,3.361344538,7.653,3.8680555558333336,RES,3.8680555558333336
13.0,78.4,CLOSED,ON,15:01:00,25.0,3.333333333,4.77,5.331944444833334,Grid,5.331944444833334
13.0,77.1,CLOSED,ON,15:02:00,25.0,3.333333333,4.77,3.673611111083333,RES,3.673611111083333
13.0,77.0,CLOSED,ON,15:03:00,25.0,3.333333333,4.77,3.8375,RES,3.8375
13.0,77.6,CLOSED,ON,15:04:00,25.0,3.333333333,4.77,3.77777777775,RES,3.77777777775
13.0,78.4,CLOSED,ON,15:05:00,25.0,3.333333333,4.77,3.95277777775,RES,3.95277777775
13.0,79.0,CLOSED,ON,15:06:00,25.0,3.333333333,4.77,3.683333333416667,RES,3.683333333416667
13.1,79.7,CLOSED,ON,15:07:00,25.0,3.361344538,4.77,4.022222222083333,RES,4.022222222083333
13.0,79.4,CLOSED,ON,15:08:00,25.0,3.333333333,4.77,3.7763888889166655,RES,3.7763888889166655
13.0,77.9,CLOSED,ON,15:09:00,25.0,3.333333333,4.77,3.94861111075,RES,3.94861111075
13.0,76.3,CLOSED,ON,15:10:00,25.0,3.333333333,4.77,3.820833333416666,RES,3.820833333416666
12.9,75.2,CLOSED,ON,15:11:00,25.0,3.305785124,4.77,3.79027777775,RES,3.79027777775
12.9,74.9,CLOSED,OFF,15:12:00,25.0,3.305785124,4.77,3.74166666675,RES,3.74166666675
12.9,74.9,CLOSED,OFF,15:12:00,25.0,3.305785124,4.77,3.74166666675,RES,3.74166666675
12.9,74.8,CLOSED,OFF,15:13:00,25.0,3.305785124,4.77,5.263888888833334,Grid,5.263888888833334
12.9,74.8,CLOSED,OFF,15:13:00,25.0,3.305785124,4.77,5.263888888833334,Grid,5.263888888833334
13.1,82.2,CLOSED,ON,16:05:00,25.0,3.361344538,3.348,3.8513888891666666,Grid,3.8513888891666666
13.1,80.8,CLOSED,ON,16:06:00,25.0,3.361344538,3.348,3.698611111083333,Grid,3.698611111083333
13.1,78.8,CLOSED,ON,16:07:00,25.0,3.361344538,3.348,6.573611112166666,Grid,6.573611112166666
13.0,77.3,CLOSED,ON,16:08:00,25.0,3.333333333,3.348,3.76666666675,Grid,3.76666666675
13.0,76.1,CLOSED,ON,16:09:00,25.0,3.333333333,3.348,3.775000000083333,Grid,3.775000000083333
13.0,75.5,CLOSED,ON,16:10:00,25.0,3.333333333,3.348,3.848611111333333,Grid,3.848611111333333
13.0,75.7,CLOSED,ON,16:11:00,25.0,3.333333333,3.348,3.8680555555,Grid,3.8680555555
13.0,76.3,CLOSED,ON,16:12:00,25.0,3.333333333,3.348,3.82777777775,Grid,3.82777777775
13.0,77.0,CLOSED,ON,16:13:00,25.0,3.333333333,3.348,3.838888889,Grid,3.838888889
13.0,78.2,CLOSED,ON,16:14:00,25.0,3.333333333,3.348,3.81388888875,Grid,3.81388888875
13.0,76.3,CLOSED,ON,16:31:00,25.0,3.333333333,2.622,3.8319444446666666,Grid,3.8319444446666666
13.0,77.3,CLOSED,ON,16:32:00,25.0,3.333333333,2.622,3.799999999833333,Grid,3.799999999833333
13.0,78.4,CLOSED,ON,16:33:00,25.0,3.333333333,2.622,3.751388889083333,Grid,3.751388889083333
13.1,79.4,CLOSED,ON,16:34:00,25.0,3.361344538,2.622,3.6458333333333335,Grid,3.6458333333333335
13.0,79.9,CLOSED,ON,16:35:00,25.0,3.333333333,2.622,3.9069444441666663,Grid,3.9069444441666663
13.1,81.1,CLOSED,ON,16:36:00,25.0,3.361344538,2.622,3.738888889083333,Grid,3.738888889083333
13.0,81.5,CLOSED,ON,16:37:00,25.0,3.333333333,2.622,3.755555555583333,Grid,3.755555555583333
13.1,82.5,CLOSED,ON,16:38:00,25.0,3.361344538,2.622,3.818055555833333,Grid,3.818055555833333
13.1,82.7,CLOSED,ON,16:39:00,25.0,3.361344538,2.622,3.836111110916667,Grid,3.836111110916667
13.2,83.4,CLOSED,ON,16:40:00,25.0,3.389830508,2.622,3.7444444445,Grid,3.7444444445
13.2,83.9,CLOSED,ON,16:41:00,25.0,3.389830508,2.622,3.7430555553333336,Grid,3.7430555553333336
13.1,83.4,CLOSED,ON,16:42:00,25.0,3.361344538,2.622,3.8458333334166666,Grid,3.8458333334166666
13.0,80.3,CLOSED,ON,16:55:00,25.0,3.333333333,2.387,3.7597222221666655,Grid,3.7597222221666655
13.1,81.6,CLOSED,ON,16:56:00,25.0,3.361344538,2.387,3.873611110916667,Grid,3.873611110916667
13.0,81.8,CLOSED,ON,16:57:00,25.0,3.333333333,2.387,3.7305555556666663,Grid,3.7305555556666663
13.0,82.5,CLOSED,ON,16:58:00,25.0,3.333333333,2.387,3.77638888875,Grid,3.77638888875
13.1,83.1,CLOSED,ON,16:59:00,25.0,3.361344538,2.387,3.7402777773333336,Grid,3.7402777773333336
13.1,83.6,CLOSED,ON,17:00:00,25.0,3.361344538,2.387,3.948611111083333,Grid,3.948611111083333
13.0,79.0,CLOSED,ON,17:12:00,25.0,3.333333333,2.32,3.718055555583333,Grid,3.718055555583333
13.0,79.6,CLOSED,ON,17:13:00,25.0,3.333333333,2.32,3.977777777583333,Grid,3.977777777583333
13.0,80.4,CLOSED,ON,17:14:00,25.0,3.333333333,2.32,3.787500000083333,Grid,3.787500000083333
13.0,80.8,CLOSED,ON,17:15:00,25.0,3.333333333,2.32,3.6708333331666663,Grid,3.6708333331666663
13.1,81.6,CLOSED,ON,17:16:00,25.0,3.361344538,2.052,3.748611111333333,Grid,3.748611111333333
13.1,82.5,CLOSED,ON,17:17:00,25.0,3.361344538,2.052,3.8666666666666663,Grid,3.8666666666666663
13.1,83.0,CLOSED,ON,17:18:00,25.0,3.361344538,2.052,3.6805555553333336,Grid,3.6805555553333336
13.1,83.4,CLOSED,ON,17:19:00,25.0,3.361344538,2.052,3.861111111083333,Grid,3.861111111083333
13.1,83.8,CLOSED,ON,17:20:00,23.89,3.707136237,2.052,3.71666666675,Grid,3.71666666675
13.1,83.6,CLOSED,ON,17:21:00,23.89,3.707136237,2.052,3.9152777775,Grid,3.9152777775
13.1,82.6,CLOSED,ON,17:22:00,23.89,3.707136237,2.052,3.7472222224166662,Grid,3.7472222224166662
13.1,83.3,CLOSED,ON,17:39:00,23.89,3.707136237,1.795,3.765277777666667,Grid,3.765277777666667
13.1,83.4,CLOSED,ON,17:40:00,23.89,3.707136237,1.795,3.8180555559166662,Grid,3.8180555559166662
13.1,82.9,CLOSED,ON,17:41:00,23.89,3.707136237,1.795,3.869444444833333,Grid,3.869444444833333
13.1,81.2,CLOSED,ON,17:42:00,23.89,3.707136237,1.795,3.8888888889166666,Grid,3.8888888889166666
13.1,79.7,CLOSED,ON,17:43:00,23.89,3.707136237,1.795,3.8027777779166665,Grid,3.8027777779166665
13.0,77.9,CLOSED,ON,17:44:00,23.89,3.673094582,1.795,3.8402777773333336,Grid,3.8402777773333336
13.1,82.4,CLOSED,ON,17:56:00,25.0,3.361344538,1.548,3.74861111075,Grid,3.74861111075
13.1,82.6,CLOSED,ON,17:57:00,25.0,3.361344538,1.548,3.9333333331666656,Grid,3.9333333331666656
13.1,83.4,CLOSED,ON,17:58:00,25.0,3.361344538,1.548,3.8722222224166662,Grid,3.8722222224166662
13.1,83.6,CLOSED,ON,17:59:00,25.0,3.361344538,1.548,3.709722222333333,Grid,3.709722222333333
13.1,83.3,CLOSED,ON,18:00:00,25.0,3.361344538,1.548,3.837500000083333,Grid,3.837500000083333
13.1,82.0,CLOSED,ON,18:01:00,25.0,3.361344538,1.08,3.8222222218333335,Grid,3.8222222218333335
13.0,80.1,CLOSED,ON,18:02:00,25.0,3.333333333,1.08,3.8597222224166665,Grid,3.8597222224166665
13.0,78.6,CLOSED,ON,18:03:00,25.0,3.333333333,1.08,3.6944444443333335,Grid,3.6944444443333335
13.0,83.3,CLOSED,ON,18:18:00,25.0,3.333333333,0.931,3.749999999666667,Grid,3.749999999666667
13.1,83.6,CLOSED,OFF,18:19:00,25.0,3.361344538,0.931,3.691666666583333,Grid,3.691666666583333
13.1,83.6,CLOSED,OFF,18:19:00,25.0,3.361344538,0.931,3.691666666583333,Grid,3.691666666583333
13.1,82.6,CLOSED,ON,18:20:00,25.0,3.361344538,0.931,3.7569444443333335,Grid,3.7569444443333335
13.0,80.8,CLOSED,ON,18:21:00,25.0,3.333333333,0.931,3.838888889,Grid,3.838888889
13.0,80.2,CLOSED,OFF,18:22:00,25.0,3.333333333,0.931,3.65,Grid,3.65
13.0,80.2,CLOSED,OFF,18:22:00,25.0,3.333333333,0.931,3.65,Grid,3.65
13.0,80.0,CLOSED,ON,18:23:00,25.0,3.333333333,0.931,3.888888889083333,Grid,3.888888889083333
13.0,80.3,CLOSED,ON,18:24:00,25.0,3.333333333,0.931,3.883333333333333,Grid,3.883333333333333
12.9,77.1,CLOSED,OFF,18:30:00,25.0,3.305785124,0.931,3.911111111333333,Grid,3.911111111333333
12.9,77.1,CLOSED,OFF,18:30:00,25.0,3.305785124,0.0,3.911111111333333,Grid,3.911111111333333
12.9,75.8,CLOSED,OFF,18:31:00,25.0,3.305785124,0.0,3.7722222224166666,Grid,3.7722222224166666
12.9,75.0,CLOSED,OFF,18:32:00,25.0,3.305785124,0.0,3.89583333325,Grid,3.89583333325
12.9,75.2,CLOSED,OFF,18:33:00,25.0,3.305785124,0.0,3.7249999996666663,Grid,3.7249999996666663
12.9,75.2,CLOSED,OFF,18:33:00,25.0,3.305785124,0.0,3.7249999996666663,Grid,3.7249999996666663
12.9,75.5,CLOSED,OFF,18:34:00,25.0,3.305785124,0.0,3.7430555553333336,Grid,3.7430555553333336
12.9,75.5,CLOSED,OFF,18:34:00,25.0,3.305785124,0.0,3.7430555553333336,Grid,3.7430555553333336
12.9,76.6,CLOSED,OFF,18:35:00,25.0,3.305785124,0.0,3.70833333325,Grid,3.70833333325
12.9,78.3,CLOSED,OFF,18:37:00,25.0,3.305785124,0.0,3.918055555833333,Grid,3.918055555833333
13.0,79.4,CLOSED,OFF,18:38:00,25.0,3.333333333,0.0,3.7597222220833335,Grid,3.7597222220833335
13.0,79.4,CLOSED,OFF,18:38:00,25.0,3.333333333,0.0,3.7597222220833335,Grid,3.7597222220833335
13.0,80.3,CLOSED,OFF,18:39:00,25.0,3.333333333,0.0,3.723611110833333,Grid,3.723611110833333
13.0,80.3,CLOSED,OFF,18:39:00,25.0,3.333333333,0.0,3.723611110833333,Grid,3.723611110833333
13.0,80.9,CLOSED,OFF,18:40:00,25.0,3.333333333,0.0,3.6458333333333335,Grid,3.6458333333333335
13.0,80.9,CLOSED,OFF,18:40:00,25.0,3.333333333,0.0,3.6458333333333335,Grid,3.6458333333333335
13.0,81.5,CLOSED,OFF,18:41:00,25.0,3.333333333,0.0,3.7597222221666655,Grid,3.7597222221666655
13.0,82.2,CLOSED,OFF,18:42:00,25.0,3.333333333,0.0,3.7833333334166666,Grid,3.7833333334166666
13.1,82.9,CLOSED,OFF,18:43:00,25.0,3.361344538,0.0,3.813888888666667,Grid,3.813888888666667
13.1,83.2,CLOSED,OFF,18:44:00,25.0,3.361344538,0.0,3.8666666665,Grid,3.8666666665
13.1,83.7,CLOSED,OFF,18:45:00,25.0,3.361344538,0.0,3.751388889166667,Grid,3.751388889166667
13.0,83.8,CLOSED,OFF,18:46:00,25.0,3.333333333,0.0,3.793055555333333,Grid,3.793055555333333
13.0,83.8,CLOSED,OFF,18:46:00,25.0,3.333333333,0.0,3.793055555333333,Grid,3.793055555333333
13.1,82.9,CLOSED,OFF,18:47:00,25.0,3.361344538,0.0,3.74444444425,Grid,3.74444444425
13.1,82.9,CLOSED,OFF,18:47:00,25.0,3.361344538,0.0,3.74444444425,Grid,3.74444444425
13.0,81.5,CLOSED,OFF,18:48:00,25.0,3.333333333,0.0,3.74583333325,Grid,3.74583333325
13.0,79.9,CLOSED,OFF,18:49:00,25.0,3.333333333,0.0,3.7166666668333335,Grid,3.7166666668333335
13.0,78.0,CLOSED,OFF,18:50:00,25.0,3.333333333,0.0,3.806944444333333,Grid,3.806944444333333
13.0,78.0,CLOSED,OFF,18:50:00,25.0,3.333333333,0.0,3.806944444333333,Grid,3.806944444333333
12.9,76.7,CLOSED,OFF,18:51:00,25.0,3.305785124,0.0,3.841666666666667,Grid,3.841666666666667
12.9,76.7,CLOSED,OFF,18:51:00,25.0,3.305785124,0.0,3.841666666666667,Grid,3.841666666666667
12.9,76.0,CLOSED,OFF,18:52:00,25.0,3.305785124,0.0,3.8236111109166666,Grid,3.8236111109166666
12.9,75.7,CLOSED,OFF,18:53:00,25.0,3.305785124,0.0,3.827777777666667,Grid,3.827777777666667
12.9,76.0,CLOSED,OFF,18:54:00,25.0,3.305785124,0.0,3.943055555583333,Grid,3.943055555583333
12.9,76.0,CLOSED,OFF,18:54:00,25.0,3.305785124,0.0,3.943055555583333,Grid,3.943055555583333
12.9,76.9,CLOSED,OFF,18:55:00,25.0,3.305785124,0.0,3.7458333335,Grid,3.7458333335
12.9,76.9,CLOSED,OFF,18:55:00,25.0,3.305785124,0.0,3.7458333335,Grid,3.7458333335
13.1,83.2,CLOSED,ON,19:03:00,25.0,3.361344538,0.0,3.7319444443333336,Grid,3.7319444443333336
13.0,83.6,CLOSED,ON,19:04:00,25.0,3.333333333,0.0,3.776388888833333,Grid,3.776388888833333
13.1,83.7,CLOSED,ON,19:05:00,25.0,3.361344538,0.0,3.851388888833333,Grid,3.851388888833333
13.1,84.3,CLOSED,ON,19:06:00,25.0,3.361344538,0.0,3.9472222225833336,Grid,3.9472222225833336
12.9,75.7,CLOSED,ON,19:13:00,25.0,3.305785124,0.0,3.658333333083333,Grid,3.658333333083333
12.9,76.3,CLOSED,ON,19:14:00,25.0,3.305785124,0.0,3.8624999999166665,Grid,3.8624999999166665
12.9,77.0,CLOSED,ON,19:15:00,25.0,3.305785124,0.0,3.86527777775,Grid,3.86527777775
12.9,77.6,CLOSED,ON,19:16:00,25.0,3.305785124,0.0,3.837499999833333,Grid,3.837499999833333
12.9,78.7,CLOSED,ON,19:17:00,25.0,3.305785124,0.0,3.75138888875,Grid,3.75138888875
13.0,84.0,CLOSED,ON,19:26:00,23.89,3.673094582,0.0,3.665277777833333,Grid,3.665277777833333
13.0,83.0,CLOSED,ON,19:27:00,23.89,3.673094582,0.0,3.9083333335,Grid,3.9083333335
13.0,81.3,CLOSED,ON,19:28:00,23.89,3.673094582,0.0,3.8750000001666662,Grid,3.8750000001666662
13.0,79.8,CLOSED,ON,19:29:00,23.89,3.673094582,0.0,3.68888888875,Grid,3.68888888875
13.0,77.9,CLOSED,ON,19:30:00,23.89,3.673094582,0.0,3.751388888833333,Grid,3.751388888833333
12.9,90.1,OPEN,ON,19:33:00,23.89,3.639672429,0.0,3.8194444446666656,Grid,3.8194444446666656
12.9,90.1,OPEN,ON,19:33:00,23.89,3.639672429,0.0,3.8194444446666656,Grid,3.8194444446666656
14.6,99.9,OPEN,ON,19:36:00,23.89,4.305705059,0.0,3.85972222225,Grid,3.85972222225
16.3,99.9,CLOSED,ON,19:38:00,23.89,5.270092227,0.0,3.883333333583333,Grid,3.883333333583333
16.1,99.9,CLOSED,ON,19:39:00,23.89,5.13478819,0.0,3.640277778,Grid,3.640277778
15.9,99.9,CLOSED,ON,19:40:00,23.89,5.006257822,0.0,3.95138888925,Grid,3.95138888925
15.6,99.9,CLOSED,ON,19:41:00,23.89,4.82509047,0.0,3.856944444416667,Grid,3.856944444416667
15.4,99.9,CLOSED,ON,19:42:00,23.89,4.711425206,0.0,3.838888889,Grid,3.838888889
14.3,95.3,CLOSED,ON,19:49:00,23.89,4.17101147,0.0,3.679166666583333,Grid,3.679166666583333
14.2,95.0,CLOSED,ON,19:50:00,23.89,4.127966976,0.0,4.005555555416667,Grid,4.005555555416667
14.2,94.6,CLOSED,ON,19:51:00,23.89,4.127966976,0.0,3.6027777778333334,Grid,3.6027777778333334
14.1,94.1,CLOSED,ON,19:52:00,23.89,4.085801839,0.0,3.6222222221666662,Grid,3.6222222221666662
14.1,93.6,CLOSED,ON,19:53:00,23.89,4.085801839,0.0,3.8027777775,Grid,3.8027777775
13.9,89.4,CLOSED,ON,20:00:00,23.89,4.004004004,0.0,3.883333333666666,Grid,3.883333333666666
13.8,86.8,CLOSED,ON,20:01:00,23.89,3.96432111,0.0,3.84722222225,Grid,3.84722222225
13.8,84.9,CLOSED,ON,20:02:00,23.89,3.96432111,0.0,3.943055555666666,Grid,3.943055555666666
13.7,83.4,CLOSED,ON,20:03:00,23.89,3.925417076,0.0,3.8722222224166662,Grid,3.8722222224166662
13.7,82.0,CLOSED,ON,20:04:00,23.89,3.925417076,0.0,3.773611111,Grid,3.773611111
13.6,83.9,CLOSED,ON,20:12:00,23.89,3.887269193,0.0,3.802777777666667,Grid,3.802777777666667
13.6,84.4,CLOSED,ON,20:13:00,23.89,3.887269193,0.0,3.6555555556666666,Grid,3.6555555556666666
13.5,84.9,CLOSED,ON,20:14:00,23.89,3.84985563,0.0,3.68750000025,Grid,3.68750000025
13.6,85.3,CLOSED,ON,20:15:00,23.89,3.887269193,0.0,3.949999999833333,Grid,3.949999999833333
13.5,85.6,CLOSED,ON,20:16:00,23.89,3.84985563,0.0,3.652777778,Grid,3.652777778
13.3,76.9,CLOSED,ON,20:22:00,23.89,3.777148253,0.0,3.816666667083333,Grid,3.816666667083333
13.3,76.7,CLOSED,ON,20:23:00,23.89,3.777148253,0.0,3.72916666625,Grid,3.72916666625
13.3,77.0,CLOSED,ON,20:24:00,23.89,3.777148253,0.0,3.680555555416667,Grid,3.680555555416667
13.2,77.8,CLOSED,ON,20:25:00,23.89,3.74181478,0.0,3.943055555583333,Grid,3.943055555583333
13.3,78.8,CLOSED,ON,20:26:00,23.89,3.777148253,0.0,3.947222222333333,Grid,3.947222222333333
13.3,85.1,CLOSED,ON,20:34:00,23.89,3.777148253,0.0,3.780555555416667,Grid,3.780555555416667
13.2,85.4,CLOSED,ON,20:35:00,23.89,3.74181478,0.0,3.6888888889166656,Grid,3.6888888889166656
13.2,85.1,CLOSED,ON,20:36:00,23.89,3.74181478,0.0,3.7819444444166663,Grid,3.7819444444166663
13.2,83.2,CLOSED,ON,20:37:00,23.89,3.74181478,0.0,3.8097222221666662,Grid,3.8097222221666662
13.0,77.6,CLOSED,ON,20:44:00,23.89,3.673094582,0.0,3.66249999975,Grid,3.66249999975
13.0,79.0,CLOSED,ON,20:45:00,23.89,3.673094582,0.0,3.8874999999166655,Grid,3.8874999999166655
13.1,80.0,CLOSED,ON,20:46:00,23.89,3.707136237,0.0,3.830555555583333,Grid,3.830555555583333
13.0,80.9,CLOSED,ON,20:47:00,23.89,3.673094582,0.0,3.801388888833333,Grid,3.801388888833333
13.0,82.0,CLOSED,ON,20:48:00,23.89,3.673094582,0.0,3.718055555,Grid,3.718055555
13.0,83.2,CLOSED,ON,20:56:00,22.78,4.08997955,0.0,3.865277778,Grid,3.865277778
13.0,80.9,CLOSED,ON,20:57:00,22.78,4.08997955,0.0,3.71388888875,Grid,3.71388888875
12.9,78.5,CLOSED,ON,20:58:00,22.78,4.048582996,0.0,3.622222222333333,Grid,3.622222222333333
12.9,77.0,CLOSED,ON,20:59:00,22.78,4.048582996,0.0,3.574999999833333,Grid,3.574999999833333
12.9,81.9,CLOSED,ON,21:07:00,22.78,4.048582996,0.0,3.8458333335833337,Grid,3.8458333335833337
12.9,82.5,CLOSED,ON,21:08:00,22.78,4.048582996,0.0,3.620833333,Grid,3.620833333
12.9,83.5,CLOSED,ON,21:09:00,22.78,4.048582996,0.0,3.788888888666667,Grid,3.788888888666667
12.9,82.7,CLOSED,ON,21:16:00,22.78,4.048582996,0.0,3.715277777583333,Grid,3.715277777583333
12.9,80.4,CLOSED,ON,21:17:00,22.78,4.048582996,0.0,3.713888889,Grid,3.713888889
12.8,78.7,CLOSED,ON,21:18:00,22.78,4.008016032,0.0,3.9902777781666665,Grid,3.9902777781666665
12.8,79.7,CLOSED,ON,21:24:00,22.22,4.246284501,0.0,3.872222222,Grid,3.872222222
12.8,80.5,CLOSED,ON,21:25:00,22.22,4.246284501,0.0,3.799999999833333,Grid,3.799999999833333
12.8,81.9,CLOSED,ON,21:26:00,22.22,4.246284501,0.0,3.6819444445,Grid,3.6819444445
12.8,86.5,CLOSED,ON,21:33:00,22.22,4.246284501,0.0,3.8069444444166662,Grid,3.8069444444166662
12.8,85.2,CLOSED,ON,21:34:00,22.22,4.246284501,0.0,3.7375000004166665,Grid,3.7375000004166665
12.8,83.2,CLOSED,ON,21:35:00,22.22,4.246284501,0.0,3.6486111114166655,Grid,3.6486111114166655
12.7,77.1,CLOSED,ON,21:41:00,22.22,4.201680672,0.0,3.7208333335833337,Grid,3.7208333335833337
12.7,78.0,CLOSED,ON,21:42:00,22.22,4.201680672,0.0,3.84027777775,Grid,3.84027777775
12.7,79.2,CLOSED,ON,21:43:00,22.22,4.201680672,0.0,3.94999999975,Grid,3.94999999975
12.7,80.4,CLOSED,ON,21:44:00,22.22,4.201680672,0.0,6.337500000833333,Grid,6.337500000833333
12.8,85.4,CLOSED,ON,21:50:00,21.11,4.813477738,0.0,3.927777778083333,Grid,3.927777778083333
12.8,86.1,CLOSED,ON,21:51:00,21.11,4.813477738,0.0,3.6597222225833335,Grid,3.6597222225833335
12.8,86.6,CLOSED,ON,21:52:00,21.11,4.813477738,0.0,3.7944444446666665,Grid,3.7944444446666665
12.7,78.1,CLOSED,ON,21:57:00,21.11,4.756242568,0.0,3.800000000166667,Grid,3.800000000166667
12.6,76.5,CLOSED,ON,21:58:00,21.11,4.700352526,0.0,3.622222222,Grid,3.622222222
12.6,76.4,CLOSED,ON,21:59:00,21.11,4.700352526,0.0,3.6652777776666663,Grid,3.6652777776666663
12.6,76.8,CLOSED,ON,22:00:00,21.11,4.700352526,0.0,3.6888888885833335,Grid,3.6888888885833335
13.0,95.9,CLOSED,ON,22:05:00,21.11,4.932182491,0.0,3.7111111110833335,Grid,3.7111111110833335
12.9,94.1,CLOSED,ON,22:06:00,21.11,4.872107186,0.0,3.85277777775,Grid,3.85277777775
12.9,92.8,CLOSED,ON,22:07:00,21.11,4.872107186,0.0,3.9166666666666665,Grid,3.9166666666666665
12.9,91.6,CLOSED,ON,22:08:00,21.11,4.872107186,0.0,3.84861111075,Grid,3.84861111075
12.9,83.9,CLOSED,ON,22:14:00,21.11,4.872107186,0.0,3.8611111111666663,Grid,3.8611111111666663
